Country Name,"Country Code","Series","Series Code","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]"
Belarus,"BLR","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
Belarus,"BLR","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","0.04869","0.04747","0.0544","0.06065","0.06049","0.05486","0.07564","0.07972","0.08474","0.08502","0.09551"
Belarus,"BLR","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","0.04816","0.05106","0.05759","0.05424","0.05356","0.0564","0.06223","0.06836","0.06703","0.06721","0.06637"
Belarus,"BLR","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","0.3949","0.43164","0.559","0.50588","0.42075","0.45185","0.46674","0.48855","0.47133","0.4642"
Belarus,"BLR","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","13.27952","13.25413","13.23557","13.21865","13.36779","12.66961","11.4681","10.30647","9.66303","8.87213","7.68176"
Belarus,"BLR","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","1.362","1.27799","1.10467","1.28296","1.35441","1.42768","1.35331","1.33002"
Belgium,"BEL","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","5.52","..","..","..","..","..","..",".."
Belgium,"BEL","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","5.57","..","..","..","..","..","..",".."
Belgium,"BEL","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","4.13","..","..","..","..","..","..",".."
Belgium,"BEL","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","4.23","..","..","..","..","..","..",".."
Belgium,"BEL","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.9","..","..","..","..","..","..",".."
Belgium,"BEL","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.88","..","..","..","..","..","..",".."
Belgium,"BEL","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","10.52","..","..","..","..","..","..",".."
Belgium,"BEL","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","10.69","..","..","..","..","..","..",".."
Belgium,"BEL","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","..","..","..",".."
Belgium,"BEL","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","..","..","..",".."
Belgium,"BEL","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","..","..","..",".."
Belgium,"BEL","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","519"
Belgium,"BEL","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","521"
Belgium,"BEL","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","518"
Belgium,"BEL","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","54.26393","54.08211","54.06047","53.82946","53.75553","53.59309","54.25794","54.32502","53.99166","53.97158",".."
Belgium,"BEL","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","56.71185","60.09853","60.29796","59.8231","60.66352","60.57335","57.77346","57.97454","59.00066","57.5671",".."
Belgium,"BEL","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","57.30595","57.58294","57.37636","57.61635","58.10634","57.90992","58.52281","58.74522","58.74521","58.27808",".."
Belgium,"BEL","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","55.82252","56.50065","57.03814","..","..","..","57.58811","57.07467","56.64108","57.04016",".."
Belgium,"BEL","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","57.6247","56.63778","56.25975","56.74967","57.09483","56.85609","58.94207","59.17572","58.59836","58.67379",".."
Belize,"BLZ","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","7.69","..","..","..","..","..","..",".."
Belize,"BLZ","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","7.7","..","..","..","..","..","..",".."
Belize,"BLZ","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","3.46","..","..","..","..","..","..",".."
Belize,"BLZ","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","3.41","..","..","..","..","..","..",".."
Belize,"BLZ","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.18","..","..","..","..","..","..",".."
Belize,"BLZ","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.18","..","..","..","..","..","..",".."
Belize,"BLZ","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","11.34","..","..","..","..","..","..",".."
Belize,"BLZ","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","11.29","..","..","..","..","..","..",".."
Belize,"BLZ","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","..","..","..",".."
Belize,"BLZ","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","..","..","..",".."
Belize,"BLZ","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","..","..","..",".."
Belize,"BLZ","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..",".."
Belize,"BLZ","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..",".."
Belize,"BLZ","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
Belize,"BLZ","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","94.54507","95.18983","82.57995","82.21652","82.41057","83.03703","82.3027","81.99815","82.20157","81.7916","7.34004"
Belize,"BLZ","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","76.84215","77.13331","69.29396","67.71327","67.56013","67.8055","67.35801","66.81562","65.33184","..","23.98923"
Belize,"BLZ","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","73.51928","70.10604","64.4242","63.20622","63.00054","63.20533","65.89537","62.13775","60.62183","..","29.64835"
Belize,"BLZ","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","..","96.81792","..","96.1715","96.15112","46.03358","46.79981","45.86127","44.30769"
Belize,"BLZ","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","62.93601","46.71766","47.63774","47.2986","47.01783","47.80739","61.22076","47.314","45.97851","38.18253","47.2314"
Benin,"BEN","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","2","..","..","..","..","..","..",".."
Benin,"BEN","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","2.57","..","..","..","..","..","..",".."
Benin,"BEN","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","1.28","..","..","..","..","..","..",".."
Benin,"BEN","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","1.74","..","..","..","..","..","..",".."
Benin,"BEN","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.12","..","..","..","..","..","..",".."
Benin,"BEN","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.03","..","..","..","..","..","..",".."
Benin,"BEN","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","3.31","..","..","..","..","..","..",".."
Benin,"BEN","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","4.43","..","..","..","..","..","..",".."
Benin,"BEN","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","27.022","..","..","..","..",".."
Benin,"BEN","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","16.27025","..","..","..","..",".."
Benin,"BEN","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","39.9053","..","..","..","..",".."
Benin,"BEN","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","384"
Benin,"BEN","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","384"
Benin,"BEN","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","384"
Benin,"BEN","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","9.1392","11.6268","13.19647","15.7433","16.39518","16.9622","18.48144","22.10514","22.73825","23.23035"
Benin,"BEN","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","..","..","..","15.90641","..","15.83373","11.25372","13.67146","13.91088",".."
Benin,"BEN","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","..","..","..","18.68177","..","18.03024","12.9721","15.50571","15.64533",".."
Benin,"BEN","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","20.39819","25.81307","24.8028","24.1795","22.66725","21.64155","21.99788","17.76097","23.07558","26.23234",".."
Benin,"BEN","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","..","26.4935","..","24.44085","17.91741","20.55426","20.69043",".."
Bermuda,"BMU","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
Bermuda,"BMU","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","..","..","37.33512","37.08305","37.45256","37.33624","36.73171","37.66578","..",".."
Bermuda,"BMU","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","..","..","48.73508","48.00787","47.23046","46.30739","46.03675","44.58089","..",".."
Bermuda,"BMU","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","..","..","45.24672","44.21296","43.37121","43.32934","42.82922","43.36634","..",".."
Bermuda,"BMU","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","100","100","100","100","100","100","100","0","0.71942","..",".."
Bermuda,"BMU","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","42.10073","40.83953","39.82743","40.58038","40.03656","42.31657","..",".."
Bhutan,"BTN","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","48.70709","..","..","..","..",".."
Bhutan,"BTN","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","35.61217","..","..","..","..",".."
Bhutan,"BTN","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","61.49388","..","..","..","..",".."
Bhutan,"BTN","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","2.29163","2.51178","2.55967","2.72993","2.81068","2.85869","3.26486","3.53999","3.95001","4.10226","4.09518"
Bhutan,"BTN","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","0.30757","0.59963","0.69132","0.78234","0.90501","0.97095","1.14036","1.1215","1.18571","2.22998"
Bhutan,"BTN","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","9.1731","12.41533","11.49644","11.29716","10.24186","12.50309","11.74371","11.07239","10.05202","11.44027"
Bhutan,"BTN","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","0","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","36.14851","45.78123","49.23658","49.41415","48.12769","41.37366","47.14718","39.09814","36.94894","34.73904","36.18196"
Bolivia,"BOL","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","5.13","..","..","..","..","..","..",".."
Bolivia,"BOL","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","5.47","..","..","..","..","..","..",".."
Bolivia,"BOL","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","2.02","..","..","..","..","..","..",".."
Bolivia,"BOL","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","2.2","..","..","..","..","..","..",".."
Bolivia,"BOL","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.58","..","..","..","..","..","..",".."
Bolivia,"BOL","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.55","..","..","..","..","..","..",".."
Bolivia,"BOL","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","7.71","..","..","..","..","..","..",".."
Bolivia,"BOL","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","8.25","..","..","..","..","..","..",".."
Bolivia,"BOL","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","91.30728","91.05143","91.42916","..","92.61795","95.51044","..","..","93.37576","..",".."
Bolivia,"BOL","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","86.38637","86.72809","86.92519","..","88.21349","93.33368","..","..","89.57309","..",".."
Bolivia,"BOL","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","96.836","95.75523","96.28804","..","97.30395","97.71922","..","..","97.3792","..",".."
Bolivia,"BOL","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..",".."
Bolivia,"BOL","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..",".."
Bolivia,"BOL","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
Bolivia,"BOL","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","8.06619","8.11753","8.17988","8.28013","8.45817","8.75671","9.13002","9.42859","9.71079","9.98766","10.13356"
Bolivia,"BOL","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","10.14943","10.21059","10.08743","9.93908","10.02404","10.23128","10.26936","10.14789","10.18162","10.56662","10.46026"
Bolivia,"BOL","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","13.49193","13.5175","13.4443","13.09918","13.05034","13.06838","12.91545","12.60621","12.31521","12.2447","11.67539"
Bolivia,"BOL","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
Bolivia,"BOL","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","15.66812","15.70778","15.67216","15.17782","15.04016","14.95631","14.69449","14.22871","13.61523","13.22085","12.33996"
Bosnia and Herzegovina,"BIH","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Bosnia and Herzegovina,"BIH","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Bosnia and Herzegovina,"BIH","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Bosnia and Herzegovina,"BIH","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Bosnia and Herzegovina,"BIH","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Bosnia and Herzegovina,"BIH","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Bosnia and Herzegovina,"BIH","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Bosnia and Herzegovina,"BIH","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Bosnia and Herzegovina,"BIH","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","98.44997","..","99.04176","..","..","..",".."
Bosnia and Herzegovina,"BIH","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","97.36727","..","98.58401","..","..","..",".."
Bosnia and Herzegovina,"BIH","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","99.54611","..","99.50197","..","..","..",".."
Bosnia and Herzegovina,"BIH","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","461"
Bosnia and Herzegovina,"BIH","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","461"
Bosnia and Herzegovina,"BIH","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","460"
Bosnia and Herzegovina,"BIH","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","..","..","1.21583","1.52129","1.21354","1.31854","1.51159","1.6098","1.59384","1.70792"
Bosnia and Herzegovina,"BIH","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","..","..","1.01509","0.73529","0.97043","0.99471","1.15654","1.20799","1.11495","1.32044"
Bosnia and Herzegovina,"BIH","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","..","..","1.52556","1.4568","1.72666","1.89376","1.89303","2.0056","2.37139","2.59335"
Bosnia and Herzegovina,"BIH","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","..","16.65541","18.02542","20.26279","20.66479","20.07859","19.88292","20.50666","21.19199"
Bosnia and Herzegovina,"BIH","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","2.13655","2.23958","2.42155","2.66167","2.55772","2.74949","3.59534","3.86047"
Botswana,"BWA","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","6.23","..","..","..","..","..","..",".."
Botswana,"BWA","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","6.26","..","..","..","..","..","..",".."
Botswana,"BWA","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","3.08","..","..","..","..","..","..",".."
Botswana,"BWA","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","3.18","..","..","..","..","..","..",".."
Botswana,"BWA","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.12","..","..","..","..","..","..",".."
Botswana,"BWA","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.1","..","..","..","..","..","..",".."
Botswana,"BWA","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","9.42","..","..","..","..","..","..",".."
Botswana,"BWA","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","9.55","..","..","..","..","..","..",".."
Botswana,"BWA","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","87","..","..",".."
Botswana,"BWA","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","88.5","..","..",".."
Botswana,"BWA","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","85.48","..","..",".."
Botswana,"BWA","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","391"
Botswana,"BWA","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","381"
Botswana,"BWA","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","401"
Botswana,"BWA","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","5.02874","5.24183","5.81634","..","..","6.10577","6.80252","7.0361","..","..",".."
Botswana,"BWA","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","1.75919","..","..","..","..","2.65625","2.83421","..","..","..",".."
Botswana,"BWA","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","3.02668","..","..","..","..","..","..","..","..","..",".."
Botswana,"BWA","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","28.21806","45.43632","41.00458","35.24921","..","..","42.59541","42.62747","41.38794","42.45373"
Botswana,"BWA","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","5.57535","..","..","..","..","..","..","..","..","..",".."
Brazil,"BRA","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","5.32","..","..","..","..","..","..",".."
Brazil,"BRA","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","5.31","..","..","..","..","..","..",".."
Brazil,"BRA","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","2.4","..","..","..","..","..","..",".."
Brazil,"BRA","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","2.27","..","..","..","..","..","..",".."
Brazil,"BRA","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.3","..","..","..","..","..","..",".."
Brazil,"BRA","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.34","..","..","..","..","..","..",".."
Brazil,"BRA","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","8.07","..","..","..","..","..","..",".."
Brazil,"BRA","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","7.89","..","..","..","..","..","..",".."
Brazil,"BRA","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","90.27364","90.478","90.90385","90.72807","92.19642","92.07058","92.44189","92.72405","93.25337","..",".."
Brazil,"BRA","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","91.03706","91.2281","91.5455","91.47349","92.95847","92.89965","93.23611","93.61821","94.09406","..",".."
Brazil,"BRA","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","89.43677","89.6532","90.19918","89.93428","91.36057","91.16478","91.57134","91.74307","92.3296","..",".."
Brazil,"BRA","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","408"
Brazil,"BRA","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","408"
Brazil,"BRA","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","409"
Brazil,"BRA","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","10.66916","12.07628","12.81269","13.77807","14.6898","15.85531","16.17354","16.85727","17.33897","17.83121",".."
